code_5,code_4,code_3,code_2,code_1,libelle_5,libelle_4,libelle_3,libelle_2,libelle_1
93.29Z,93.29,93.2,93,R,Autres activités récréatives et de loisirs,Autres activités récréatives et de loisirs,Activités récréatives et de loisirs,Activités sportives récréatives et de loisirs,Arts spectacles et activités récréatives
94.11Z,94.11,94.1,94,S,Activités des organisations patronales et consulaires,Activités des organisations patronales et consulaires,Activités des organisations économiques patronales et professionnelles,Activités des organisations associatives,Autres activités de services
94.12Z,94.12,94.1,94,S,Activités des organisations professionnelles,Activités des organisations professionnelles,Activités des organisations économiques patronales et professionnelles,Activités des organisations associatives,Autres activités de services
94.20Z,94.20,94.2,94,S,Activités des syndicats de salariés,Activités des syndicats de salariés,Activités des syndicats de salariés,Activités des organisations associatives,Autres activités de services
94.91Z,94.91,94.9,94,S,Activités des organisations religieuses,Activités des organisations religieuses,Activités des autres organisations associatives,Activités des organisations associatives,Autres activités de services
94.92Z,94.92,94.9,94,S,Activités des organisations politiques,Activités des organisations politiques,Activités des autres organisations associatives,Activités des organisations associatives,Autres activités de services
94.99Z,94.99,94.9,94,S,Autres organisations fonctionnant par adhésion volontaire,Activités des organisations associatives n.c.a.,Activités des autres organisations associatives,Activités des organisations associatives,Autres activités de services
95.11Z,95.11,95.1,95,S,Réparation d'ordinateurs et d'équipements périphériques,Réparation d'ordinateurs et d'équipements périphériques,Réparation d'ordinateurs et d'équipements de communication,Réparation d'ordinateurs et de biens personnels et domestiques,Autres activités de services
95.12Z,95.12,95.1,95,S,Réparation d'équipements de communication,Réparation d'équipements de communication,Réparation d'ordinateurs et d'équipements de communication,Réparation d'ordinateurs et de biens personnels et domestiques,Autres activités de services
95.21Z,95.21,95.2,95,S,Réparation de produits électroniques grand public,Réparation de produits électroniques grand public,Réparation de biens personnels et domestiques,Réparation d'ordinateurs et de biens personnels et domestiques,Autres activités de services
95.22Z,95.22,95.2,95,S,Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin,Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin,Réparation de biens personnels et domestiques,Réparation d'ordinateurs et de biens personnels et domestiques,Autres activités de services
95.23Z,95.23,95.2,95,S,Réparation de chaussures et d'articles en cuir,Réparation de chaussures et d'articles en cuir,Réparation de biens personnels et domestiques,Réparation d'ordinateurs et de biens personnels et domestiques,Autres activités de services
95.24Z,95.24,95.2,95,S,Réparation de meubles et d'équipements du foyer,Réparation de meubles et d'équipements du foyer,Réparation de biens personnels et domestiques,Réparation d'ordinateurs et de biens personnels et domestiques,Autres activités de services
95.25Z,95.25,95.2,95,S,Réparation d'articles d'horlogerie et de bijouterie,Réparation d'articles d'horlogerie et de bijouterie,Réparation de biens personnels et domestiques,Réparation d'ordinateurs et de biens personnels et domestiques,Autres activités de services
95.29Z,95.29,95.2,95,S,Réparation d'autres biens personnels et domestiques,Réparation d'autres biens personnels et domestiques,Réparation de biens personnels et domestiques,Réparation d'ordinateurs et de biens personnels et domestiques,Autres activités de services
96.01A,96.01,96.0,96,S,Blanchisserie-teinturerie de gros,Blanchisserie-teinturerie,Autres services personnels,Autres services personnels,Autres activités de services
96.01B,96.01,96.0,96,S,Blanchisserie-teinturerie de détail,Blanchisserie-teinturerie,Autres services personnels,Autres services personnels,Autres activités de services
96.02A,96.02,96.0,96,S,Coiffure,Coiffure et soins de beauté,Autres services personnels,Autres services personnels,Autres activités de services
96.02B,96.02,96.0,96,S,Soins de beauté,Coiffure et soins de beauté,Autres services personnels,Autres services personnels,Autres activités de services
96.03Z,96.03,96.0,96,S,Services funéraires,Services funéraires,Autres services personnels,Autres services personnels,Autres activités de services
96.04Z,96.04,96.0,96,S,Entretien corporel,Entretien corporel,Autres services personnels,Autres services personnels,Autres activités de services
96.09Z,96.09,96.0,96,S,Autres services personnels n.c.a.,Autres services personnels n.c.a.,Autres services personnels,Autres services personnels,Autres activités de services
97.00Z,97.00,97.0,97,T,Activités des ménages en tant qu'employeurs de personnel domestique,Activités des ménages en tant qu'employeurs de personnel domestique,Activités des ménages en tant qu'employeurs de personnel domestique,Activités des ménages en tant qu'employeurs de personnel domestique,Activités des ménages en tant qu'employeurs  activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre
98.10Z,98.10,98.1,98,T,Activités indifférenciées des ménages en tant que producteurs de biens pour usage propre,Activités indifférenciées des ménages en tant que producteurs de biens pour usage propre,Activités indifférenciées des ménages en tant que producteurs de biens pour usage propre,Activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre,Activités des ménages en tant qu'employeurs  activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre
98.20Z,98.20,98.2,98,T,Activités indifférenciées des ménages en tant que producteurs de services pour usage propre,Activités indifférenciées des ménages en tant que producteurs de services pour usage propre,Activités indifférenciées des ménages en tant que producteurs de services pour usage propre,Activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre,Activités des ménages en tant qu'employeurs  activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre
